years_exp,prior_exits,education_tier,success
6.160050830977671,0,3,0
20.477557941854993,1,1,0
19.985396974224482,3,3,1
17.36741177136067,4,1,1
6.803628430749067,0,3,0
14.755766671727176,1,2,1
9.02434742350067,1,3,1
2.289551833165854,1,3,0
22.93283938655607,3,1,1
3.420465772974035,4,1,1
23.75593384552006,3,3,1
11.150144323948894,2,2,1
